success,code,data,responseTimestamp,subfolder,subsubfolder
True,SUCCESS,"{'aggregated': {'registeredUsers': 85750, 'appOpens': 1193214}, 'usersByDevice': [{'brand': 'Xiaomi', 'count': 27202, 'percentage': 0.3172244897959184}, {'brand': 'Vivo', 'count': 16866, 'percentage': 0.19668804664723033}, {'brand': 'Samsung', 'count': 11778, 'percentage': 0.1373527696793003}, {'brand': 'Oppo', 'count': 10894, 'percentage': 0.12704373177842565}, {'brand': 'Realme', 'count': 4253, 'percentage': 0.049597667638483965}, {'brand': 'Apple', 'count': 2669, 'percentage': 0.03112536443148688}, {'brand': 'Huawei', 'count': 1709, 'percentage': 0.01993002915451895}, {'brand': 'Gionee', 'count': 1527, 'percentage': 0.017807580174927114}, {'brand': 'Asus', 'count': 1248, 'percentage': 0.01455393586005831}, {'brand': 'OnePlus', 'count': 765, 'percentage': 0.00892128279883382}, {'brand': 'Others', 'count': 6839, 'percentage': 0.07975510204081633}]}",1630501499920,bihar,state
True,SUCCESS,"{'aggregated': {'registeredUsers': 108405, 'appOpens': 2094118}, 'usersByDevice': [{'brand': 'Xiaomi', 'count': 33819, 'percentage': 0.31196900511969006}, {'brand': 'Vivo', 'count': 22023, 'percentage': 0.20315483603154835}, {'brand': 'Samsung', 'count': 14081, 'percentage': 0.12989253263225867}, {'brand': 'Oppo', 'count': 13819, 'percentage': 0.12747566994142337}, {'brand': 'Realme', 'count': 7453, 'percentage': 0.06875144135418108}, {'brand': 'Apple', 'count': 3532, 'percentage': 0.0325815229924819}, {'brand': 'Huawei', 'count': 1796, 'percentage': 0.016567501499008347}, {'brand': 'Gionee', 'count': 1559, 'percentage': 0.014381255477145888}, {'brand': 'OnePlus', 'count': 1163, 'percentage': 0.010728287440616208}, {'brand': 'Asus', 'count': 1159, 'percentage': 0.010691388773580555}, {'brand': 'Others', 'count': 8001, 'percentage': 0.07380655873806559}]}",1643295782366,bihar,state
True,SUCCESS,"{'aggregated': {'registeredUsers': 28696, 'appOpens': 133025}, 'usersByDevice': [{'brand': 'Xiaomi', 'count': 9295, 'percentage': 0.3239127404516309}, {'brand': 'Samsung', 'count': 4595, 'percentage': 0.16012684694730972}, {'brand': 'Vivo', 'count': 4465, 'percentage': 0.1555965988291051}, {'brand': 'Oppo', 'count': 3113, 'percentage': 0.10848201839977697}, {'brand': 'Realme', 'count': 1093, 'percentage': 0.0380889322553666}, {'brand': 'Apple', 'count': 1089, 'percentage': 0.03794954000557569}, {'brand': 'Gionee', 'count': 786, 'percentage': 0.027390577083914135}, {'brand': 'Huawei', 'count': 648, 'percentage': 0.022581544466127684}, {'brand': 'Asus', 'count': 499, 'percentage': 0.017389183161416227}, {'brand': 'Motorola', 'count': 429, 'percentage': 0.014949818790075271}, {'brand': 'Others', 'count': 2684, 'percentage': 0.0935321996097017}]}",1630501497223,bihar,state
True,SUCCESS,"{'aggregated': {'registeredUsers': 34134, 'appOpens': 457834}, 'usersByDevice': [{'brand': 'Xiaomi', 'count': 11089, 'percentage': 0.32486670182223004}, {'brand': 'Vivo', 'count': 5496, 'percentage': 0.16101248022499562}, {'brand': 'Samsung', 'count': 5142, 'percentage': 0.15064158903146424}, {'brand': 'Oppo', 'count': 3809, 'percentage': 0.11158961739028535}, {'brand': 'Realme', 'count': 1321, 'percentage': 0.038700416007499856}, {'brand': 'Apple', 'count': 1263, 'percentage': 0.03700123044471788}, {'brand': 'Gionee', 'count': 940, 'percentage': 0.027538524638190662}, {'brand': 'Huawei', 'count': 793, 'percentage': 0.023231968125622546}, {'brand': 'Asus', 'count': 615, 'percentage': 0.018017226226050273}, {'brand': 'Motorola', 'count': 470, 'percentage': 0.013769262319095331}, {'brand': 'Others', 'count': 3196, 'percentage': 0.09363098376984824}]}",1630501497681,bihar,state
True,SUCCESS,"{'aggregated': {'registeredUsers': 23670, 'appOpens': 0}, 'usersByDevice': [{'brand': 'Xiaomi', 'count': 7660, 'percentage': 0.3236163920574567}, {'brand': 'Samsung', 'count': 3736, 'percentage': 0.15783692437684832}, {'brand': 'Vivo', 'count': 3532, 'percentage': 0.14921841994085341}, {'brand': 'Oppo', 'count': 2539, 'percentage': 0.10726658217152514}, {'brand': 'Apple', 'count': 952, 'percentage': 0.04021968736797634}, {'brand': 'Realme', 'count': 946, 'percentage': 0.039966201943388256}, {'brand': 'Gionee', 'count': 669, 'percentage': 0.02826362484157161}, {'brand': 'Huawei', 'count': 539, 'percentage': 0.022771440642163077}, {'brand': 'Asus', 'count': 380, 'percentage': 0.01605407689057879}, {'brand': 'Motorola', 'count': 376, 'percentage': 0.01588508660752007}, {'brand': 'Others', 'count': 2341, 'percentage': 0.09890156316011829}]}",1630501496589,bihar,state
True,SUCCESS,"{'aggregated': {'registeredUsers': 39809, 'appOpens': 529168}, 'usersByDevice': [{'brand': 'Xiaomi', 'count': 12924, 'percentage': 0.32465020472757417}, {'brand': 'Vivo', 'count': 6726, 'percentage': 0.16895676856992137}, {'brand': 'Samsung', 'count': 5945, 'percentage': 0.1493380893767741}, {'brand': 'Oppo', 'count': 4544, 'percentage': 0.11414504257831144}, {'brand': 'Realme', 'count': 1585, 'percentage': 0.039815117184556256}, {'brand': 'Apple', 'count': 1442, 'percentage': 0.036222964656233515}, {'brand': 'Gionee', 'count': 1002, 'percentage': 0.025170187646009697}, {'brand': 'Huawei', 'count': 936, 'percentage': 0.023512271094476123}, {'brand': 'Asus', 'count': 592, 'percentage': 0.014871009068301138}, {'brand': 'Motorola', 'count': 503, 'percentage': 0.012635333718505866}, {'brand': 'Others', 'count': 3610, 'percentage': 0.09068301137933633}]}",1630501498009,bihar,state
True,SUCCESS,"{'aggregated': {'registeredUsers': 10422, 'appOpens': 0}, 'usersByDevice': [{'brand': 'Xiaomi', 'count': 3325, 'percentage': 0.3190366532335444}, {'brand': 'Samsung', 'count': 1733, 'percentage': 0.16628286317405488}, {'brand': 'Vivo', 'count': 1292, 'percentage': 0.12396852811360583}, {'brand': 'Oppo', 'count': 1012, 'percentage': 0.09710228363078104}, {'brand': 'Apple', 'count': 475, 'percentage': 0.0455766647476492}, {'brand': 'Realme', 'count': 421, 'percentage': 0.04039531759739014}, {'brand': 'Gionee', 'count': 305, 'percentage': 0.029265016311648438}, {'brand': 'OnePlus', 'count': 215, 'percentage': 0.020629437727883324}, {'brand': 'Motorola', 'count': 206, 'percentage': 0.019765879869506814}, {'brand': 'Huawei', 'count': 202, 'percentage': 0.01938207637689503}, {'brand': 'Others', 'count': 1236, 'percentage': 0.11859527921704087}]}",1630501495231,bihar,state
True,SUCCESS,"{'aggregated': {'registeredUsers': 14502, 'appOpens': 0}, 'usersByDevice': [{'brand': 'Xiaomi', 'count': 4634, 'percentage': 0.3195421321197076}, {'brand': 'Samsung', 'count': 2383, 'percentage': 0.1643221624603503}, {'brand': 'Vivo', 'count': 1925, 'percentage': 0.13274031168114742}, {'brand': 'Oppo', 'count': 1454, 'percentage': 0.10026203282305889}, {'brand': 'Apple', 'count': 594, 'percentage': 0.04095986760446835}, {'brand': 'Realme', 'count': 579, 'percentage': 0.03992552751344642}, {'brand': 'Gionee', 'count': 448, 'percentage': 0.030892290718521582}, {'brand': 'Huawei', 'count': 317, 'percentage': 0.021859053923596744}, {'brand': 'OnePlus', 'count': 263, 'percentage': 0.018135429595917803}, {'brand': 'Motorola', 'count': 260, 'percentage': 0.017928561577713418}, {'brand': 'Others', 'count': 1645, 'percentage': 0.11343262998207145}]}",1630501495552,bihar,state
True,SUCCESS,"{'aggregated': {'registeredUsers': 7593, 'appOpens': 0}, 'usersByDevice': [{'brand': 'Xiaomi', 'count': 2402, 'percentage': 0.316344001053602}, {'brand': 'Samsung', 'count': 1295, 'percentage': 0.1705518240484657}, {'brand': 'Vivo', 'count': 903, 'percentage': 0.11892532595811932}, {'brand': 'Oppo', 'count': 698, 'percentage': 0.09192677466087186}, {'brand': 'Apple', 'count': 345, 'percentage': 0.04543658632951403}, {'brand': 'Realme', 'count': 303, 'percentage': 0.039905175819834056}, {'brand': 'Gionee', 'count': 257, 'percentage': 0.03384696430923219}, {'brand': 'OnePlus', 'count': 175, 'percentage': 0.023047543790333202}, {'brand': 'Huawei', 'count': 145, 'percentage': 0.01909653628341894}, {'brand': 'Motorola', 'count': 137, 'percentage': 0.018042934281575135}, {'brand': 'Others', 'count': 933, 'percentage': 0.12287633346503359}]}",1630501494793,bihar,state
True,SUCCESS,"{'aggregated': {'registeredUsers': 19365, 'appOpens': 0}, 'usersByDevice': [{'brand': 'Xiaomi', 'count': 6297, 'percentage': 0.3251742835011619}, {'brand': 'Samsung', 'count': 3094, 'percentage': 0.1597727859540408}, {'brand': 'Vivo', 'count': 2757, 'percentage': 0.14237025561580172}, {'brand': 'Oppo', 'count': 2012, 'percentage': 0.10389878647043635}, {'brand': 'Apple', 'count': 792, 'percentage': 0.04089852827265685}, {'brand': 'Realme', 'count': 738, 'percentage': 0.03810999225406662}, {'brand': 'Gionee', 'count': 544, 'percentage': 0.02809191840950168}, {'brand': 'Huawei', 'count': 426, 'percentage': 0.021998450813323005}, {'brand': 'Motorola', 'count': 333, 'percentage': 0.017195972114639815}, {'brand': 'Asus', 'count': 315, 'percentage': 0.016266460108443067}, {'brand': 'Others', 'count': 2057, 'percentage': 0.10622256648592822}]}",1630501496303,bihar,state
True,SUCCESS,"{'aggregated': {'registeredUsers': 55574, 'appOpens': 739308}, 'usersByDevice': [{'brand': 'Xiaomi', 'count': 17662, 'percentage': 0.3178104869183431}, {'brand': 'Vivo', 'count': 10175, 'percentage': 0.18308921438082557}, {'brand': 'Samsung', 'count': 7878, 'percentage': 0.14175693669701658}, {'brand': 'Oppo', 'count': 6795, 'percentage': 0.12226940655702306}, {'brand': 'Realme', 'count': 2389, 'percentage': 0.04298772807427934}, {'brand': 'Apple', 'count': 1766, 'percentage': 0.03177744988663764}, {'brand': 'Gionee', 'count': 1246, 'percentage': 0.022420556375283406}, {'brand': 'Huawei', 'count': 1228, 'percentage': 0.02209666390758268}, {'brand': 'Asus', 'count': 800, 'percentage': 0.014395220786698816}, {'brand': 'OnePlus', 'count': 583, 'percentage': 0.010490517148306762}, {'brand': 'Others', 'count': 5052, 'percentage': 0.09090581926800302}]}",1630501498737,bihar,state
True,SUCCESS,"{'aggregated': {'registeredUsers': 68315, 'appOpens': 924865}, 'usersByDevice': [{'brand': 'Xiaomi', 'count': 21725, 'percentage': 0.3180121496011125}, {'brand': 'Vivo', 'count': 12923, 'percentage': 0.18916782551416234}, {'brand': 'Samsung', 'count': 9501, 'percentage': 0.13907633755397789}, {'brand': 'Oppo', 'count': 8563, 'percentage': 0.1253458244894972}, {'brand': 'Realme', 'count': 3116, 'percentage': 0.045612237429554274}, {'brand': 'Apple', 'count': 2096, 'percentage': 0.030681402327453706}, {'brand': 'Huawei', 'count': 1466, 'percentage': 0.021459415940862182}, {'brand': 'Gionee', 'count': 1403, 'percentage': 0.02053721730220303}, {'brand': 'Asus', 'count': 966, 'percentage': 0.014140379126107005}, {'brand': 'OnePlus', 'count': 668, 'percentage': 0.009778233184512918}, {'brand': 'Others', 'count': 5888, 'percentage': 0.08618897753055697}]}",1630501499250,bihar,state
True,SUCCESS,"{'aggregated': {'registeredUsers': 46499, 'appOpens': 644683}, 'usersByDevice': [{'brand': 'Xiaomi', 'count': 14848, 'percentage': 0.3193186950256995}, {'brand': 'Vivo', 'count': 8211, 'percentage': 0.1765844426761866}, {'brand': 'Samsung', 'count': 6761, 'percentage': 0.14540097636508312}, {'brand': 'Oppo', 'count': 5496, 'percentage': 0.11819609023849975}, {'brand': 'Realme', 'count': 1969, 'percentage': 0.04234499666659498}, {'brand': 'Apple', 'count': 1617, 'percentage': 0.034774941396589175}, {'brand': 'Huawei', 'count': 1068, 'percentage': 0.022968235876040344}, {'brand': 'Gionee', 'count': 1065, 'percentage': 0.022903718359534614}, {'brand': 'Asus', 'count': 695, 'percentage': 0.01494655799049442}, {'brand': 'OnePlus', 'count': 543, 'percentage': 0.011677670487537366}, {'brand': 'Others', 'count': 4226, 'percentage': 0.09088367491774017}]}",1630501498435,bihar,state
True,SUCCESS,"{'aggregated': {'registeredUsers': 78731, 'appOpens': 1096182}, 'usersByDevice': [{'brand': 'Xiaomi', 'count': 24925, 'percentage': 0.31658431875627135}, {'brand': 'Vivo', 'count': 15062, 'percentage': 0.191309649312215}, {'brand': 'Samsung', 'count': 11008, 'percentage': 0.13981786081721304}, {'brand': 'Oppo', 'count': 10055, 'percentage': 0.12771335306296122}, {'brand': 'Realme', 'count': 3782, 'percentage': 0.04803698670155339}, {'brand': 'Apple', 'count': 2443, 'percentage': 0.03102970875512822}, {'brand': 'Huawei', 'count': 1625, 'percentage': 0.020639900420418893}, {'brand': 'Gionee', 'count': 1501, 'percentage': 0.019064917249876162}, {'brand': 'Asus', 'count': 1064, 'percentage': 0.013514371721431202}, {'brand': 'OnePlus', 'count': 711, 'percentage': 0.009030750276257129}, {'brand': 'Others', 'count': 6555, 'percentage': 0.08325818292667438}]}",1630501499594,bihar,state
True,SUCCESS,"{'aggregated': {'registeredUsers': 519799, 'appOpens': 14076037}, 'usersByDevice': None}",1692619288511,bihar,state
True,SUCCESS,"{'aggregated': {'registeredUsers': 498337, 'appOpens': 29419074}, 'usersByDevice': None}",1692619107130,bihar,state
True,SUCCESS,"{'aggregated': {'registeredUsers': 434563, 'appOpens': 26236900}, 'usersByDevice': None}",1669732276667,bihar,state
True,SUCCESS,"{'aggregated': {'registeredUsers': 457063, 'appOpens': 26011343}, 'usersByDevice': None}",1669732408088,bihar,state
True,SUCCESS,"{'aggregated': {'registeredUsers': 411900, 'appOpens': 22637747}, 'usersByDevice': [{'brand': 'Xiaomi', 'count': 193373, 'percentage': 0.4694658897790726}, {'brand': 'Samsung', 'count': 62042, 'percentage': 0.15062393784899247}, {'brand': 'Vivo', 'count': 51648, 'percentage': 0.12538965768390387}, {'brand': 'Oppo', 'count': 37434, 'percentage': 0.09088128186453022}, {'brand': 'Realme', 'count': 24745, 'percentage': 0.060075260985676136}, {'brand': 'Apple', 'count': 10256, 'percentage': 0.02489924739014324}, {'brand': 'OnePlus', 'count': 5335, 'percentage': 0.012952172857489681}, {'brand': 'Huawei', 'count': 4094, 'percentage': 0.009939305656712794}, {'brand': 'HMD Global', 'count': 2518, 'percentage': 0.006113134255887351}, {'brand': 'Motorola', 'count': 2359, 'percentage': 0.005727118232580724}, {'brand': 'Others', 'count': 18096, 'percentage': 0.04393299344501093}]}",1651127644540,bihar,state
True,SUCCESS,"{'aggregated': {'registeredUsers': 477292, 'appOpens': 12462732}, 'usersByDevice': None}",1674558286972,bihar,state
True,SUCCESS,"{'aggregated': {'registeredUsers': 335409, 'appOpens': 7269002}, 'usersByDevice': [{'brand': 'Xiaomi', 'count': 159031, 'percentage': 0.4741405269387524}, {'brand': 'Samsung', 'count': 55541, 'percentage': 0.16559185949094984}, {'brand': 'Vivo', 'count': 41068, 'percentage': 0.12244155642812209}, {'brand': 'Oppo', 'count': 29009, 'percentage': 0.0864884365058779}, {'brand': 'Realme', 'count': 14786, 'percentage': 0.04408349209472614}, {'brand': 'Apple', 'count': 7675, 'percentage': 0.022882510606453615}, {'brand': 'Huawei', 'count': 3685, 'percentage': 0.010986586525704438}, {'brand': 'OnePlus', 'count': 3183, 'percentage': 0.009489906353139003}, {'brand': 'Motorola', 'count': 2290, 'percentage': 0.006827485249352283}, {'brand': 'HMD Global', 'count': 2192, 'percentage': 0.0065353046578952865}, {'brand': 'Others', 'count': 16949, 'percentage': 0.05053233514902701}]}",1630501500350,bihar,state
True,SUCCESS,"{'aggregated': {'registeredUsers': 361749, 'appOpens': 9743772}, 'usersByDevice': [{'brand': 'Xiaomi', 'count': 171051, 'percentage': 0.472844430806996}, {'brand': 'Samsung', 'count': 57831, 'percentage': 0.15986498926050935}, {'brand': 'Vivo', 'count': 45197, 'percentage': 0.12494022098195158}, {'brand': 'Oppo', 'count': 32022, 'percentage': 0.08851994062181236}, {'brand': 'Realme', 'count': 17435, 'percentage': 0.048196401372222177}, {'brand': 'Apple', 'count': 8421, 'percentage': 0.023278571606279493}, {'brand': 'Huawei', 'count': 4030, 'percentage': 0.0111403210513367}, {'brand': 'OnePlus', 'count': 3903, 'percentage': 0.010789248899098547}, {'brand': 'Motorola', 'count': 2266, 'percentage': 0.006264011787178403}, {'brand': 'HMD Global', 'count': 2169, 'percentage': 0.005995870064602804}, {'brand': 'Others', 'count': 17424, 'percentage': 0.04816599354801257}]}",1634575129564,bihar,state
True,SUCCESS,"{'aggregated': {'registeredUsers': 312668, 'appOpens': 3709227}, 'usersByDevice': [{'brand': 'Xiaomi', 'count': 149035, 'percentage': 0.4766557498688705}, {'brand': 'Samsung', 'count': 52212, 'percentage': 0.16698862691417093}, {'brand': 'Vivo', 'count': 37725, 'percentage': 0.12065513579899446}, {'brand': 'Oppo', 'count': 26807, 'percentage': 0.08573630816073279}, {'brand': 'Realme', 'count': 12487, 'percentage': 0.039936929906482274}, {'brand': 'Apple', 'count': 7077, 'percentage': 0.022634231836964447}, {'brand': 'Huawei', 'count': 3626, 'percentage': 0.011596965471362596}, {'brand': 'OnePlus', 'count': 2920, 'percentage': 0.00933897936469354}, {'brand': 'Motorola', 'count': 2347, 'percentage': 0.007506364578402651}, {'brand': 'Lenovo', 'count': 2098, 'percentage': 0.006709992707920222}, {'brand': 'Others', 'count': 16334, 'percentage': 0.05224071539140558}]}",1630501499918,bihar,state
True,SUCCESS,"{'aggregated': {'registeredUsers': 387746, 'appOpens': 7603294}, 'usersByDevice': [{'brand': 'Xiaomi', 'count': 183086, 'percentage': 0.4721802417046211}, {'brand': 'Samsung', 'count': 60028, 'percentage': 0.15481268665569728}, {'brand': 'Vivo', 'count': 48425, 'percentage': 0.12488845790801195}, {'brand': 'Oppo', 'count': 34483, 'percentage': 0.08893192966529635}, {'brand': 'Realme', 'count': 21355, 'percentage': 0.05507471385907269}, {'brand': 'Apple', 'count': 9391, 'percentage': 0.024219463256874345}, {'brand': 'OnePlus', 'count': 4695, 'percentage': 0.012108442124483554}, {'brand': 'Huawei', 'count': 4031, 'percentage': 0.01039598087407736}, {'brand': 'HMD Global', 'count': 2508, 'percentage': 0.006468151831353515}, {'brand': 'Motorola', 'count': 2358, 'percentage': 0.006081300645267778}, {'brand': 'Others', 'count': 17386, 'percentage': 0.044838631475244105}]}",1643295744318,bihar,state
True,SUCCESS,"{'aggregated': {'registeredUsers': 117747, 'appOpens': 464829}, 'usersByDevice': [{'brand': 'Xiaomi', 'count': 52830, 'percentage': 0.44867385156309714}, {'brand': 'Samsung', 'count': 21344, 'percentage': 0.18127001112554886}, {'brand': 'Vivo', 'count': 12208, 'percentage': 0.103679923904643}, {'brand': 'Oppo', 'count': 9283, 'percentage': 0.07883852667159248}, {'brand': 'Realme', 'count': 3549, 'percentage': 0.030140895309434635}, {'brand': 'Apple', 'count': 3146, 'percentage': 0.026718302801769896}, {'brand': 'Huawei', 'count': 1571, 'percentage': 0.013342165830127307}, {'brand': 'OnePlus', 'count': 1538, 'percentage': 0.013061903912626224}, {'brand': 'Motorola', 'count': 1419, 'percentage': 0.012051262452546561}, {'brand': 'Lenovo', 'count': 1409, 'percentage': 0.011966334598758354}, {'brand': 'Others', 'count': 9450, 'percentage': 0.08025682182985554}]}",1630501497123,bihar,state
True,SUCCESS,"{'aggregated': {'registeredUsers': 136316, 'appOpens': 1594205}, 'usersByDevice': [{'brand': 'Xiaomi', 'count': 62189, 'percentage': 0.4562120367381672}, {'brand': 'Samsung', 'count': 24119, 'percentage': 0.17693447577687138}, {'brand': 'Vivo', 'count': 14457, 'percentage': 0.10605504856363156}, {'brand': 'Oppo', 'count': 10716, 'percentage': 0.0786114616039203}, {'brand': 'Realme', 'count': 4255, 'percentage': 0.0312142375069691}, {'brand': 'Apple', 'count': 3713, 'percentage': 0.02723818187153379}, {'brand': 'Huawei', 'count': 1849, 'percentage': 0.013564071715719358}, {'brand': 'OnePlus', 'count': 1718, 'percentage': 0.012603069338889052}, {'brand': 'Motorola', 'count': 1557, 'percentage': 0.011421990081868599}, {'brand': 'Gionee', 'count': 1435, 'percentage': 0.010527010769095338}, {'brand': 'Others', 'count': 10308, 'percentage': 0.07561841603333432}]}",1630501497680,bihar,state
True,SUCCESS,"{'aggregated': {'registeredUsers': 99527, 'appOpens': 0}, 'usersByDevice': [{'brand': 'Xiaomi', 'count': 44328, 'percentage': 0.4453866789916304}, {'brand': 'Samsung', 'count': 18143, 'percentage': 0.18229224230610788}, {'brand': 'Vivo', 'count': 9987, 'percentage': 0.10034463010037477}, {'brand': 'Oppo', 'count': 7606, 'percentage': 0.07642147356998603}, {'brand': 'Realme', 'count': 3053, 'percentage': 0.03067509319079245}, {'brand': 'Apple', 'count': 2686, 'percentage': 0.026987651592030305}, {'brand': 'OnePlus', 'count': 1419, 'percentage': 0.014257437680227476}, {'brand': 'Huawei', 'count': 1320, 'percentage': 0.013262732725793001}, {'brand': 'Motorola', 'count': 1261, 'percentage': 0.012669928763049223}, {'brand': 'Lenovo', 'count': 1160, 'percentage': 0.011655128759030213}, {'brand': 'Others', 'count': 8564, 'percentage': 0.08604700232097823}]}",1630501496586,bihar,state
True,SUCCESS,"{'aggregated': {'registeredUsers': 155358, 'appOpens': 1855488}, 'usersByDevice': [{'brand': 'Xiaomi', 'count': 71382, 'percentage': 0.45946780983277336}, {'brand': 'Samsung', 'count': 27196, 'percentage': 0.17505374682990255}, {'brand': 'Vivo', 'count': 17057, 'percentage': 0.10979157816140785}, {'brand': 'Oppo', 'count': 12455, 'percentage': 0.08016967262709356}, {'brand': 'Realme', 'count': 5083, 'percentage': 0.03271798040654488}, {'brand': 'Apple', 'count': 4146, 'percentage': 0.02668674931448654}, {'brand': 'Huawei', 'count': 2110, 'percentage': 0.013581534262799469}, {'brand': 'OnePlus', 'count': 1880, 'percentage': 0.012101082660693365}, {'brand': 'Motorola', 'count': 1694, 'percentage': 0.010903847886816257}, {'brand': 'Gionee', 'count': 1532, 'percentage': 0.00986109501924587}, {'brand': 'Others', 'count': 10823, 'percentage': 0.06966490299823633}]}",1630501498009,bihar,state
True,SUCCESS,"{'aggregated': {'registeredUsers': 46055, 'appOpens': 0}, 'usersByDevice': [{'brand': 'Xiaomi', 'count': 19879, 'percentage': 0.43163608728693953}, {'brand': 'Samsung', 'count': 8477, 'percentage': 0.18406253392682662}, {'brand': 'Vivo', 'count': 3889, 'percentage': 0.08444251438497449}, {'brand': 'Oppo', 'count': 3211, 'percentage': 0.06972098577787428}, {'brand': 'Realme', 'count': 1474, 'percentage': 0.03200521116056888}, {'brand': 'Apple', 'count': 1280, 'percentage': 0.02779285636738682}, {'brand': 'OnePlus', 'count': 779, 'percentage': 0.016914558679839323}, {'brand': 'Lyf', 'count': 726, 'percentage': 0.015763760720877214}, {'brand': 'Lenovo', 'count': 671, 'percentage': 0.01456953642384106}, {'brand': 'Motorola', 'count': 611, 'percentage': 0.013266746281619803}, {'brand': 'Others', 'count': 5058, 'percentage': 0.10982520898925198}]}",1630501495231,bihar,state
True,SUCCESS,"{'aggregated': {'registeredUsers': 61935, 'appOpens': 0}, 'usersByDevice': [{'brand': 'Xiaomi', 'count': 26950, 'percentage': 0.4351336078146444}, {'brand': 'Samsung', 'count': 11353, 'percentage': 0.18330507790425446}, {'brand': 'Vivo', 'count': 5709, 'percentage': 0.09217728263502059}, {'brand': 'Oppo', 'count': 4448, 'percentage': 0.07181722773875837}, {'brand': 'Realme', 'count': 1932, 'percentage': 0.031193993703075806}, {'brand': 'Apple', 'count': 1676, 'percentage': 0.027060628077823525}, {'brand': 'OnePlus', 'count': 1022, 'percentage': 0.01650117058206184}, {'brand': 'Motorola', 'count': 866, 'percentage': 0.01398240090417373}, {'brand': 'Micromax', 'count': 817, 'percentage': 0.013191248889965286}, {'brand': 'Gionee', 'count': 816, 'percentage': 0.013175102930491645}, {'brand': 'Others', 'count': 6346, 'percentage': 0.10246225881973037}]}",1630501495550,bihar,state
True,SUCCESS,"{'aggregated': {'registeredUsers': 29925, 'appOpens': 0}, 'usersByDevice': [{'brand': 'Xiaomi', 'count': 12453, 'percentage': 0.416140350877193}, {'brand': 'Samsung', 'count': 5612, 'percentage': 0.18753550543024228}, {'brand': 'Vivo', 'count': 2289, 'percentage': 0.07649122807017544}, {'brand': 'Oppo', 'count': 2039, 'percentage': 0.06813700918964077}, {'brand': 'Realme', 'count': 980, 'percentage': 0.03274853801169591}, {'brand': 'Apple', 'count': 918, 'percentage': 0.03067669172932331}, {'brand': 'OnePlus', 'count': 554, 'percentage': 0.01851294903926483}, {'brand': 'Lyf', 'count': 545, 'percentage': 0.01821219715956558}, {'brand': 'Lenovo', 'count': 478, 'percentage': 0.01597326649958229}, {'brand': 'Motorola', 'count': 430, 'percentage': 0.014369256474519632}, {'brand': 'Others', 'count': 3627, 'percentage': 0.12120300751879699}]}",1630501494715,bihar,state
True,SUCCESS,"{'aggregated': {'registeredUsers': 82589, 'appOpens': 0}, 'usersByDevice': [{'brand': 'Xiaomi', 'count': 36506, 'percentage': 0.442020123745293}, {'brand': 'Samsung', 'count': 15215, 'percentage': 0.18422550218552108}, {'brand': 'Vivo', 'count': 7945, 'percentage': 0.09619925171633026}, {'brand': 'Oppo', 'count': 6107, 'percentage': 0.07394447202411944}, {'brand': 'Realme', 'count': 2561, 'percentage': 0.03100897213914686}, {'brand': 'Apple', 'count': 2195, 'percentage': 0.026577389240697913}, {'brand': 'OnePlus', 'count': 1217, 'percentage': 0.014735618544842533}, {'brand': 'Motorola', 'count': 1091, 'percentage': 0.013209991645376503}, {'brand': 'Huawei', 'count': 1063, 'percentage': 0.012870963445495162}, {'brand': 'Lenovo', 'count': 1045, 'percentage': 0.012653016745571444}, {'brand': 'Others', 'count': 7644, 'percentage': 0.09255469856760586}]}",1630501496225,bihar,state
True,SUCCESS,"{'aggregated': {'registeredUsers': 215496, 'appOpens': 3011491}, 'usersByDevice': [{'brand': 'Xiaomi', 'count': 101637, 'percentage': 0.4716421650517875}, {'brand': 'Samsung', 'count': 36569, 'percentage': 0.16969688532501764}, {'brand': 'Vivo', 'count': 24681, 'percentage': 0.11453112818799421}, {'brand': 'Oppo', 'count': 17877, 'percentage': 0.08295745628689163}, {'brand': 'Realme', 'count': 7575, 'percentage': 0.03515146452834391}, {'brand': 'Apple', 'count': 5110, 'percentage': 0.023712737127371274}, {'brand': 'Huawei', 'count': 2813, 'percentage': 0.013053606563462895}, {'brand': 'OnePlus', 'count': 2198, 'percentage': 0.010199725284924082}, {'brand': 'Motorola', 'count': 2017, 'percentage': 0.00935980250213461}, {'brand': 'Lenovo', 'count': 1798, 'percentage': 0.008343542339532984}, {'brand': 'Others', 'count': 13221, 'percentage': 0.06135148680253926}]}",1630501498737,bihar,state
True,SUCCESS,"{'aggregated': {'registeredUsers': 258563, 'appOpens': 3552375}, 'usersByDevice': [{'brand': 'Xiaomi', 'count': 123688, 'percentage': 0.47836697439308795}, {'brand': 'Samsung', 'count': 43350, 'percentage': 0.1676573987770872}, {'brand': 'Vivo', 'count': 30086, 'percentage': 0.11635848903362044}, {'brand': 'Oppo', 'count': 21723, 'percentage': 0.08401434079895422}, {'brand': 'Realme', 'count': 9422, 'percentage': 0.03643986185185042}, {'brand': 'Apple', 'count': 5797, 'percentage': 0.02242006783646539}, {'brand': 'Huawei', 'count': 3222, 'percentage': 0.012461179673812571}, {'brand': 'OnePlus', 'count': 2459, 'percentage': 0.009510254754160495}, {'brand': 'Motorola', 'count': 2176, 'percentage': 0.008415743938614573}, {'brand': 'Lenovo', 'count': 1996, 'percentage': 0.007719588649574765}, {'brand': 'Others', 'count': 14644, 'percentage': 0.056636100292771975}]}",1630501499176,bihar,state
